User,Edited Articles,Total Edits,Total Minors
77.187.142.168,1,1,0
141.35.14.94,1,1,0
141.58.115.165,1,1,0
82.83.81.3,1,1,0
Vernumer,1,1,1
85.176.70.228,1,1,0
Nightstallion,1,1,0
87.169.230.170,1,1,0
77.185.221.76,1,1,0
79.219.55.122,1,1,0
217.225.204.38,1,1,0
84.174.27.82,1,1,0
Online wissen,1,1,0
Rottman67,1,1,1
2A02:1205:C696:D000:9C01:3E98:1BDE:D1B,1,1,0
79.199.250.56,1,1,0
84.135.207.41,1,1,0
Srbonis,1,1,0
62.227.252.236,1,1,0
79.67.36.246,1,1,0
Wandererer99,1,1,0
82.82.173.178,1,1,0
217.85.123.199,1,1,0
195.124.123.126,1,1,0
91.62.117.68,1,1,0
93.133.29.186,1,1,0
Sepp100,1,1,0
217.228.13.187,1,1,0
Neuschwabenland,1,1,1
84.179.234.113,1,1,0
77.11.8.127,1,1,0
93.194.190.249,1,1,0
92.75.172.74,1,1,0
Himmelsgarten,1,1,0
84.137.49.233,1,1,0
87.122.94.248,1,1,0
81.14.190.92,1,1,0
141.3.164.64,1,1,0
91.96.175.190,1,1,0
84.145.186.185,1,1,0
Trenbolon,1,1,0
94.217.56.230,1,1,0
84.140.196.78,1,1,0
192.44.85.23,1,1,0
88.130.195.229,1,1,0
Max Scheibenwischer,1,1,0
Jan Schreiber,1,1,1
212.144.156.140,1,1,0
82.82.171.175,1,1,0
Morphalert,1,1,0
Imbericle,1,1,1
84.60.0.162,1,1,0
MJBohn,1,1,1
95.33.102.168,1,1,0
77.64.145.79,1,1,0
Vasiľ,1,1,1
87.123.88.33,1,1,0
84.169.247.50,1,1,0
199.64.0.252,1,1,0
93.219.165.199,1,1,0
84.180.211.23,1,1,0
2.240.10.18,1,1,0
88.134.106.170,1,1,0
2001:16B8:229B:C600:C1DA:A1B:B955:A225,1,1,0
188.82.135.3,1,1,0
93.217.60.203,1,1,0
64.105.208.150,1,1,0
84.60.140.35,1,1,0
89.166.147.14,1,1,0
84.176.124.238,1,1,0
Dalaja,1,1,1
62.224.85.84,1,1,0
46.84.76.159,1,1,0
84.132.139.74,1,1,0
84.129.198.116,1,1,0
212.37.51.99,1,1,0
217.232.97.37,1,1,0
79.238.202.214,1,1,0
Birgit Kata,1,1,0
77.22.33.178,1,1,0
93.241.203.190,1,1,0
2003:D0:E3C9:D400:2106:C4B9:DB76:13BE,1,1,0
83.135.125.126,1,1,0
Netzrack.N,1,1,1
212.95.99.105,1,1,0
84.137.232.22,1,1,0
Rabiz,1,1,0
89.244.239.40,1,1,0
84.129.51.63,1,1,0
80.131.50.119,1,1,0
62.214.60.209,1,1,0
80.143.120.193,1,1,0
217.246.183.128,1,1,0
CmdrObot,1,1,0
84.167.189.188,1,1,0
Bernabo,1,1,0
80.129.106.9,1,1,0
80.145.86.101,1,1,0
84.179.223.62,1,1,0
213.23.183.34,1,1,0
84.59.222.146,1,1,0
95.118.80.69,1,1,0
172.180.197.148,1,1,0
88.134.101.234,1,1,0
84.176.109.4,1,1,0
Gecko78,1,1,1
217.187.126.125,1,1,0
87.179.18.8,1,1,0
91.43.22.111,1,1,0
152.88.80.66,1,1,0
Heimdallr,1,1,0
87.180.232.126,1,1,0
Clemi22,1,1,0
78.48.190.22,1,1,0
217.230.140.73,1,1,0
K-risma,1,1,1
85.8.108.59,1,1,0
193.13.60.222,1,1,0
62.224.206.142,1,1,0
SMi,1,1,1
141.20.134.139,1,1,0
85.181.56.152,1,1,0
Wilma F. Icken,1,1,0
80.136.185.175,1,1,0
Unendlicheweiten,1,1,1
213.16.154.155,1,1,0
84.150.46.109,1,1,0
77.13.241.202,1,1,0
78.51.91.100,1,1,0
87.154.87.40,1,1,0
84.73.62.186,1,1,0
198.184.231.254,1,1,0
Ben Chumin,1,1,0
93.222.109.242,1,1,0
Re ne,1,1,0
91.51.84.124,1,1,0
132.230.1.132,1,1,0
132.230.1.131,1,1,0
JannWestermann,1,1,0
PureCider,1,1,0
93.226.105.112,1,1,0
80.109.125.182,1,1,0
84.176.134.176,1,1,0
RedStar~dewiki,1,1,0
62.214.233.166,1,1,0
84.138.237.236,1,1,0
84.139.64.149,1,1,0
Hubi 1991,1,1,0
89.53.30.38,1,1,0
80.172.32.184,1,1,0
93.198.228.181,1,1,0
ISBN,1,1,1
217.83.74.127,1,1,0
217.225.237.222,1,1,0
2001:A61:1229:3A01:4DCC:E5FD:2B79:935F,1,1,0
83.82.5.32,1,1,0
93.212.205.95,1,1,0
Cropper,1,1,0
222.231.44.132,1,1,0
Telpi,1,1,1
84.59.29.128,1,1,0
217.231.194.134,1,1,0
92.76.96.197,1,1,0
80.133.94.150,1,1,0
217.95.93.210,1,1,0
78.34.233.95,1,1,0
200.124.9.140,1,1,0
77.239.42.235,1,1,0
Rhombus,1,1,0
195.145.17.162,1,1,0
217.233.212.49,1,1,0
46.115.19.218,1,1,0
Googlebot,1,1,0
217.82.68.133,1,1,0
80.142.98.154,1,1,0
84.145.94.134,1,1,0
80.129.19.165,1,1,0
88.208.129.163,1,1,0
79.243.107.209,1,1,0
88.134.20.159,1,1,0
Jakobus69,1,1,0
HauserF,1,1,0
200.67.53.214,1,1,0
88.130.196.175,1,1,0
91.65.98.222,1,1,0
80.135.70.236,1,1,0
89.48.105.45,1,1,0
84.58.237.134,1,1,0
84.173.28.226,1,1,0
Walpot,1,1,0
84.174.48.119,1,1,0
Serialiswomen,1,1,0
91.7.223.118,1,1,0
Le69,1,1,0
46.115.83.181,1,1,0
84.181.48.177,1,1,0
81.173.131.42,1,1,0
90.152.136.117,1,1,0
87.185.56.175,1,1,0
88.64.75.247,1,1,0
88.73.184.238,1,1,0
84.131.126.233,1,1,0
91.57.228.159,1,1,0
84.134.90.124,1,1,0
83.189.7.129,1,1,0
89.54.54.5,1,1,0
84.161.118.199,1,1,0
188.195.120.135,1,1,0
Itta,1,1,1
87.181.150.211,1,1,0
81.173.143.209,1,1,0
217.186.154.206,1,1,0
87.189.101.13,1,1,0
194.112.174.245,1,1,0
134.91.6.214,1,1,0
Egidius~dewiki,1,1,0
79.83.77.145,1,1,0
62.246.31.222,1,1,0
84.169.212.211,1,1,0
62.224.193.20,1,1,0
Nonwilli123,1,1,0
84.245.181.193,1,1,0
94.16.74.222,1,1,0
88.66.168.58,1,1,0
93.215.206.209,1,1,0
93.131.79.178,1,1,0
80.143.204.208,1,1,0
Не А,1,1,1
95.118.244.150,1,1,0
174.36.81.38,1,1,0
Odinsjarl,1,1,0
79.223.0.201,1,1,0
193.2.69.128,1,1,0
217.184.72.189,1,1,0
80.132.168.194,1,1,0
91.62.230.26,1,1,0
Progger~dewiki,1,1,0
Er nun wieder,1,1,1
Bernd Untiedt,1,1,1
77.178.84.204,1,1,0
213.54.86.44,1,1,0
80.146.20.63,1,1,0
88.134.8.199,1,1,0
93.172.13.115,1,1,0
109.42.2.7,1,1,0
2003:85:AE5E:9000:94BF:AF8F:95A4:EBA5,1,1,0
PhilippWeissenbacher,1,1,0
91.67.91.50,1,1,0
94.253.250.92,1,1,0
84.60.241.1,1,1,0
212.194.202.174,1,1,0
87.139.235.62,1,1,0
91.7.33.31,1,1,0
188.106.226.51,1,1,0
62.2.80.34,1,1,0
134.106.137.37,1,1,0
Don Vincenzo,1,1,1
80.141.73.2,1,1,0
2003:7A:2A37:AE00:E90C:F44F:A634:7F4B,1,1,0
93.104.185.206,1,1,0
193.171.69.65,1,1,0
Dances with Waves,1,1,1
Bobbertschi,1,1,1
84.161.91.242,1,1,0
81.14.154.82,1,1,0
92.250.212.146,1,1,0
Neubauflow,1,1,1
Sachar Kriwoj,1,1,0
Tom Pankow,1,1,1
213.216.199.14,1,1,0
Wikoli,1,1,0
92.74.118.47,1,1,0
AdlerZei,1,1,0
109.47.195.236,1,1,0
He.Otto,1,1,1
91.115.250.184,1,1,0
Gschireis,1,1,0
Nero Reising,1,1,1
JarrahTree,1,1,1
91.50.86.106,1,1,0
85.181.99.158,1,1,0
217.88.159.182,1,1,0
80.228.230.50,1,1,0
87.160.230.53,1,1,0
134.76.182.192,1,1,0
93.215.159.244,1,1,0
213.39.161.137,1,1,0
84.59.35.58,1,1,0
82.83.112.68,1,1,0
Twam,1,1,1
91.89.42.24,1,1,0
Lexabot,1,1,0
172.181.219.200,1,1,0
70.49.108.159,1,1,0
200.106.122.140,1,1,0
91.21.196.84,1,1,0
85.176.13.52,1,1,0
217.253.23.50,1,1,0
87.150.187.26,1,1,0
91.17.254.102,1,1,0
18quirl08,1,1,0
80.129.160.67,1,1,0
91.3.46.97,1,1,0
195.226.182.234,1,1,0
93.237.141.97,1,1,0
82.82.60.214,1,1,0
Jakob5,1,1,0
217.231.144.30,1,1,0
80.187.107.157,1,1,0
Sixtynine,1,1,0
80.128.74.50,1,1,0
Thioether,1,1,1
84.56.69.123,1,1,0
87.186.3.172,1,1,0
2003:7A:F28:A242:51C8:9DB9:66E0:D7F6,1,1,0
85.22.21.242,1,1,0
Ikaru~dewiki,1,1,1
89.55.69.255,1,1,0
Airport,1,1,0
Jakob stevo,1,1,1
217.87.11.151,1,1,0
62.226.190.99,1,1,0
84.160.224.149,1,1,0
84.164.247.48,1,1,0
2003:F0:33C0:A700:9AE:6781:F6EB:94CE,1,1,0
2003:77:6F0A:1C00:4159:E90D:7A07:2737,1,1,0
91.1.192.76,1,1,0
84.160.116.73,1,1,0
Schlaubi08,1,1,0
Robin of locksley,1,1,0
84.170.43.176,1,1,0
2A02:8108:4740:B77C:C0EE:98DC:F643:1B58,1,1,0
Old Death,1,1,1
2003:74:4E4B:8D43:F171:ED76:6A4A:6E2A,1,1,0
imported>Ligali,1,1,1
2A02:2450:1062:5B1:7917:F388:CFAA:3B,1,1,0
80.171.33.103,1,1,0
87.144.91.199,1,1,0
77.4.192.254,1,1,0
213.168.108.223,1,1,0
84.133.229.179,1,1,0
212.202.242.122,1,1,0
200.73.8.146,1,1,0
79.251.40.193,1,1,0
109.43.173.112,1,1,0
84.177.4.162,1,1,0
77.186.51.185,1,1,0
188.108.149.240,1,1,0
147.142.222.118,1,1,0
Rembrandt~dewiki,1,1,0
Muetze71,1,1,0
88.74.21.184,1,1,0
2.247.249.94,1,1,0
88.64.16.10,1,1,0
85.72.135.169,1,1,0
2003:5B:4B26:BC9C:C962:33A0:50A3:9648,1,1,0
Monthyprada,1,1,0
Dennis123454321,1,1,0
91.57.34.73,1,1,0
62.214.52.36,1,1,0
Mregelsberger,1,1,1
92.203.111.93,1,1,0
Filetierfix,1,1,0
Trabbi2000,1,1,1
95.208.212.6,1,1,0
89.247.50.138,1,1,0
83.31.185.153,1,1,0
217.187.108.69,1,1,0
Simon Ragis,1,1,0
Jonas wiki,1,1,0
2003:4F:8D62:D872:FDE0:A3D0:C7CB:6F15,1,1,0
217.187.108.60,1,1,0
89.48.112.154,1,1,0
88.153.134.101,1,1,0
80.133.132.131,1,1,0
84.44.152.143,1,1,0
84.128.248.143,1,1,0
Rubellos,1,1,0
2A02:120B:C3C9:C5D0:E0A1:98E9:E056:2662,1,1,0
193.246.86.39,1,1,0
Manuel Krüger-Krusche,1,1,0
84.191.31.152,1,1,0
Crazystood~dewiki,1,1,0
82.4.43.10,1,1,0
84.177.245.118,1,1,0
2A02:8109:8980:4299:C87A:F950:E9FA:4D5A,1,1,0
91.50.94.204,1,1,0
Wickie37,1,1,1
178.197.233.30,1,1,0
Neilarmstrong69,1,1,0
84.152.173.250,1,1,0
212.201.75.212,1,1,0
Mothership Connection,1,1,1
84.174.1.68,1,1,0
Rainyx,1,1,1
84.147.199.104,1,1,0
2003:7A:893F:7A0:D8BD:7574:422A:55,1,1,0
178.188.85.138,1,1,0
159.92.9.130,1,1,0
217.83.57.210,1,1,0
Medwikier,1,1,1
87.160.178.218,1,1,0
Tuthmosis VII,1,1,0
62.180.161.76,1,1,0
Megamario1,1,1,0
82.113.121.239,1,1,0
80.143.231.64,1,1,0
80.98.42.212,1,1,0
213.211.210.22,1,1,0
84.151.218.58,1,1,0
87.166.51.90,1,1,0
84.163.106.1,1,1,0
Tiger123,1,1,0
Ognito++,1,1,1
213.7.6.201,1,1,0
81.63.80.49,1,1,0
82.113.121.96,1,1,0
91.62.106.7,1,1,0
46.5.34.91,1,1,0
195.216.179.146,1,1,0
91.2.211.68,1,1,0
81.210.199.119,1,1,0
84.112.104.67,1,1,0
188.195.229.203,1,1,0
212.77.163.2,1,1,0
84.167.45.234,1,1,0
78.54.56.4,1,1,0
CRsieben,1,1,1
109.90.232.189,1,1,0
Ficbot,1,1,1
79.204.214.135,1,1,0
79.219.83.5,1,1,0
172.182.3.106,1,1,0
217.235.78.167,1,1,0
2003:DF:8F14:6343:9092:3027:628A:47F1,1,1,0
79.230.126.179,1,1,0
217.227.63.12,1,1,0
Lord Fiddlebottom,1,1,0
217.227.63.11,1,1,0
84.146.9.136,1,1,0
86.197.87.243,1,1,0
imported>Mike6271,1,1,0
Dagdor,1,1,1
79.205.86.191,1,1,0
79.201.219.228,1,1,0
84.130.34.119,1,1,0
91.47.97.201,1,1,0
Drangolos,1,1,0
KarlFrei,1,1,1
84.183.135.108,1,1,0
83.76.223.168,1,1,0
2A02:8109:A53F:EB18:5E1:48A:D3E2:B3D5,1,1,0
212.114.237.133,1,1,0
80.135.253.142,1,1,0
Ken123BOT,1,1,1
81.63.43.150,1,1,0
64.217.181.138,1,1,0
79.243.98.130,1,1,0
2003:78:4F5D:8F00:D442:F07B:856E:3DF7,1,1,0
83.129.219.28,1,1,0
109.44.161.53,1,1,0
80.129.213.71,1,1,0
Wiggi-1,1,1,0
Siphirobe,1,1,1
2003:7A:4F53:5300:A93D:D591:3254:D5A5,1,1,0
84.179.219.207,1,1,0
84.132.113.111,1,1,0
79.248.185.147,1,1,0
85.178.21.240,1,1,0
31.150.234.58,1,1,0
85.2.8.66,1,1,0
78.49.190.223,1,1,0
83.135.148.47,1,1,0
Locusta,1,1,1
83.194.6.243,1,1,0
80.184.154.82,1,1,0
145.254.32.65,1,1,0
Deltachaos,1,1,1
89.50.144.60,1,1,0
112.198.82.181,1,1,0
79.209.85.158,1,1,0
143.93.117.10,1,1,0
217.249.107.11,1,1,0
87.178.25.153,1,1,0
2A02:8108:8640:F7C:A0C2:2522:EE9B:ED80,1,1,0
24.152.181.155,1,1,0
82.201.229.112,1,1,0
60.230.93.13,1,1,0
88.77.95.90,1,1,0
79.196.127.87,1,1,0
87.164.191.2,1,1,0
IP-Wesen,1,1,0
84.177.124.173,1,1,0
Wsanter,1,1,1
M.Mozart,1,1,1
77.22.69.111,1,1,0
91.1.89.23,1,1,0
195.254.226.95,1,1,0
213.39.157.31,1,1,0
2A02:560:4295:7F00:5CB:CBD7:ED23:9AEF,1,1,0
212.79.166.21,1,1,0
Cwagener,1,1,1
79.249.88.125,1,1,0
84.130.76.41,1,1,0
Kuntoff,1,1,1
Mittelstand02,1,1,1
84.140.197.254,1,1,0
62.178.204.219,1,1,0
Direktorgeneral,1,1,0
2A02:8071:1FD:DE00:605A:F176:5A2B:FE18,1,1,0
62.224.57.162,1,1,0
87.151.230.48,1,1,0
84.188.255.110,1,1,0
141.70.114.209,1,1,0
194.94.134.99,1,1,0
80.130.127.224,1,1,0
213.168.126.138,1,1,0
Dina~dewiki,1,1,0
79.244.180.217,1,1,0
194.166.238.67,1,1,0
109.84.106.243,1,1,0
2.247.246.68,1,1,0
78.144.90.67,1,1,0
138.246.7.123,1,1,0
Aleks B.,1,1,1
79.201.32.177,1,1,0
176.198.140.153,1,1,0
2A02:8108:8DC0:1F58:688E:3D7C:E710:B57A,1,1,0
87.123.94.185,1,1,0
Boiteltoifel,1,1,1
80.130.4.27,1,1,0
128.176.150.235,1,1,0
77.20.5.248,1,1,0
87.183.229.78,1,1,0
78.34.237.194,1,1,0
217.94.23.135,1,1,0
172.182.248.114,1,1,0
Toffa,1,1,0
84.134.31.2,1,1,0
79.246.71.204,1,1,0
I18n~dewiki,1,1,0
172.177.96.88,1,1,0
89.51.24.38,1,1,0
87.180.222.243,1,1,0
151.44.27.7,1,1,0
91.32.183.129,1,1,0
62.104.94.43,1,1,0
78.34.102.174,1,1,0
77.21.17.149,1,1,0
95.88.211.105,1,1,0
62.154.132.124,1,1,0
87.173.212.235,1,1,0
92.213.10.191,1,1,0
217.227.113.132,1,1,0
212.218.212.21,1,1,0
79.239.105.65,1,1,0
62.143.90.131,1,1,0
62.156.7.192,1,1,0
213.47.140.112,1,1,0
217.85.138.171,1,1,0
85.181.227.145,1,1,0
Tinka11,1,1,0
91.64.206.58,1,1,0
217.247.143.119,1,1,0
Gta online zu stellen,1,1,0
87.169.82.130,1,1,0
93.241.135.182,1,1,0
89.53.34.117,1,1,0
193.164.246.60,1,1,0
84.134.197.204,1,1,0
91.50.198.184,1,1,0
88.130.83.103,1,1,0
69.180.118.21,1,1,0
93.196.129.218,1,1,0
81.182.181.133,1,1,0
93.104.52.245,1,1,0
2003:CC:2738:1D71:F1E8:298F:A5BD:2C7C,1,1,0
217.82.75.62,1,1,0
217.231.113.80,1,1,0
94.218.246.196,1,1,0
87.165.89.208,1,1,0
84.144.120.107,1,1,0
Lm 1909,1,1,0
Thumelicus,1,1,1
84.168.123.152,1,1,0
Schnorschel,1,1,1
92.228.46.220,1,1,0
185.10.222.184,1,1,0
172.176.74.122,1,1,0
87.176.90.31,1,1,0
Mikegr,1,1,1
Ananaspferd,1,1,0
62.47.186.27,1,1,0
84.150.124.96,1,1,0
217.231.242.212,1,1,0
92.146.64.31,1,1,0
Lokobundt,1,1,0
Venarius,1,1,0
88.76.33.182,1,1,0
217.236.109.54,1,1,0
87.188.186.12,1,1,0
213.7.160.195,1,1,0
66.222.116.97,1,1,0
18.4.1.145,1,1,0
Jago22,1,1,0
84.190.101.57,1,1,0
79.8.177.180,1,1,0
2003:71:6E17:9D01:DB1:1D03:E7FE:3CB5,1,1,0
91.58.221.32,1,1,0
JAF,1,1,0
84.129.158.131,1,1,0
84.58.19.14,1,1,0
80.139.21.240,1,1,0
2A02:810D:9E40:894:FD27:AC8:A20F:2CB1,1,1,0
2.247.249.110,1,1,0
91.0.199.132,1,1,0
84.137.51.188,1,1,0
217.245.234.94,1,1,0
84.188.115.105,1,1,0
80.136.242.184,1,1,0
84.133.146.166,1,1,0
87.123.206.102,1,1,0
84.59.1.230,1,1,0
K6,1,1,1
193.97.170.5,1,1,0
2003:58:A616:93CB:D839:2F26:18E5:EC21,1,1,0
88.74.88.124,1,1,0
Execger,1,1,0
62.214.13.101,1,1,0
91.3.218.240,1,1,0
84.151.30.222,1,1,0
84.113.182.101,1,1,0
Hackbarth~dewiki,1,1,1
84.135.100.252,1,1,0
Rohito96,1,1,0
79.221.131.23,1,1,0
-philipp,1,1,1
Max Powers,1,1,0
84.133.211.140,1,1,0
62.225.152.3,1,1,0
213.23.246.21,1,1,0
62.225.152.4,1,1,0
Serdar1234567,1,1,0
84.68.158.120,1,1,0
Staro1,1,1,1
81.204.69.176,1,1,0
87.122.158.54,1,1,0
84.135.242.178,1,1,0
85.16.153.244,1,1,0
Abcdefghaha,1,1,0
91.64.11.161,1,1,0
84.159.234.190,1,1,0
Donna Gedenk,1,1,0
Ayatollahofrock,1,1,0
Gerrys,1,1,1
84.164.197.159,1,1,0
217.82.240.62,1,1,0
Merkur-kun,1,1,1
91.32.83.43,1,1,0
217.84.188.247,1,1,0
14.14.23.114,1,1,0
Nanimo5,1,1,1
Helle84,1,1,0
2A02:810D:923F:FABE:8563:ED7:BE2A:D334,1,1,0
93.207.238.120,1,1,0
Carlo Cravallo,1,1,0
92.228.20.155,1,1,0
91.15.104.186,1,1,0
Maxwo,1,1,0
Rafael Gattringer,1,1,1
91.35.174.113,1,1,0
85.178.39.126,1,1,0
200.222.64.170,1,1,0
Simon^^,1,1,0
ICCCC,1,1,1
Keepsought,1,1,0
84.139.136.106,1,1,0
85.250.209.53,1,1,0
2003:E0:4738:A500:D15A:5B2A:166B:674,1,1,0
212.95.7.104,1,1,0
79.194.190.2,1,1,0
80.129.54.180,1,1,0
213.61.33.20,1,1,0
80.144.253.26,1,1,0
80.129.147.230,1,1,0
pD9E6BFBC.dip.t-dialin.net,1,1,0
85.179.129.195,1,1,0
84.58.43.227,1,1,0
62.226.227.160,1,1,0
188.73.187.211,1,1,0
195.14.197.245,1,1,0
91.42.188.75,1,1,0
81.189.25.148,1,1,0
85.176.102.245,1,1,0
Kajol21,1,1,0
188.99.80.83,1,1,0
188.60.163.146,1,1,0
80.171.24.223,1,1,0
85.179.2.156,1,1,0
91.249.146.106,1,1,0
84.169.189.247,1,1,0
84.187.168.61,1,1,0
Martjay,1,1,1
91.44.144.167,1,1,0
95.119.30.1,1,1,0
88.73.120.55,1,1,0
91.64.51.196,1,1,0
89.166.140.189,1,1,0
84.130.220.253,1,1,0
217.247.222.89,1,1,0
89.245.87.5,1,1,0
212.145.105.223,1,1,0
194.109.227.201,1,1,0
80.130.164.112,1,1,0
87.163.116.32,1,1,0
83.109.154.177,1,1,0
84.147.243.166,1,1,0
217.236.199.52,1,1,0
ABFbot,1,1,1
87.155.246.119,1,1,0
91.58.76.147,1,1,0
80.121.138.9,1,1,0
217.91.55.124,1,1,0
88.217.115.55,1,1,0
212.202.198.50,1,1,0
109.156.61.238,1,1,0
87.144.211.12,1,1,0
88.75.82.122,1,1,0
88.117.29.101,1,1,0
188.101.188.158,1,1,0
62.214.41.228,1,1,0
217.91.131.99,1,1,0
194.59.36.100,1,1,0
188.174.185.173,1,1,0
78.53.225.232,1,1,0
84.144.199.163,1,1,0
Koko477,1,1,0
77.190.51.151,1,1,0
80.77.146.50,1,1,0
217.251.76.27,1,1,0
BdN3504,1,1,1
Gunny~dewiki,1,1,0
92.77.51.107,1,1,0
217.86.160.134,1,1,0
Hellwach,1,1,1
79.199.29.123,1,1,0
Neurus,1,1,0
82.149.180.14,1,1,0
84.129.216.179,1,1,0
217.95.234.246,1,1,0
195.3.96.94,1,1,0
88.70.177.61,1,1,0
92.231.167.68,1,1,0
91.12.4.25,1,1,0
2.243.222.103,1,1,0
Stammtisch,1,1,0
89.196.20.253,1,1,0
91.34.16.20,1,1,0
88.76.250.49,1,1,0
Jon Lowag,1,1,0
213.39.190.18,1,1,0
84.129.225.7,1,1,0
Machtjan X,1,1,1
141.35.213.242,1,1,0
2003:6:135A:3A50:E46D:AF06:E51E:9FCF,1,1,0
77.184.115.230,1,1,0
Knuspriger Mensch,1,1,0
80.54.10.197,1,1,0
2A02:810A:8680:186C:E585:7090:AF89:2DDA,1,1,0
129.187.19.164,1,1,0
213.188.126.201,1,1,0
80.187.100.110,1,1,0
Herzog Trelleborg,1,1,0
217.226.217.84,1,1,0
87.139.162.96,1,1,0
Merkur,1,1,0
84.173.45.186,1,1,0
217.230.44.220,1,1,0
87.175.92.169,1,1,0
95.222.226.157,1,1,0
217.235.17.221,1,1,0
80.139.254.53,1,1,0
Empört-KK,1,1,1
79.196.215.158,1,1,0
87.164.173.119,1,1,0
80.142.99.204,1,1,0
80.129.89.236,1,1,0
217.189.225.125,1,1,0
83.171.172.217,1,1,0
80.141.20.73,1,1,0
82.135.70.165,1,1,0
87.157.203.37,1,1,0
217.251.82.19,1,1,0
Klostertaxus,1,1,0
139.30.103.44,1,1,0
80.121.66.9,1,1,0
2003:86:2325:1C00:1C83:2D76:47AC:B415,1,1,0
85.183.210.2,1,1,0
85.177.163.82,1,1,0
84.166.120.114,1,1,0
172.177.254.222,1,1,0
Subwoofer-Experte,1,1,1
91.34.249.172,1,1,0
46.243.86.5,1,1,0
84.183.226.4,1,1,0
92.224.56.12,1,1,0
84.159.198.143,1,1,0
80.145.199.66,1,1,0
85.216.36.115,1,1,0
79.223.124.111,1,1,0
84.176.144.162,1,1,0
217.253.131.104,1,1,0
78.49.10.249,1,1,0
Martin Töpfl,1,1,1
217.249.206.180,1,1,0
79.218.58.240,1,1,0
Bopparder,1,1,0
84.157.177.53,1,1,0
Myukew,1,1,1
79.215.46.158,1,1,0
Sdo,1,1,1
DonCaramello,1,1,1
84.134.129.46,1,1,0
80.187.103.90,1,1,0
213.23.229.210,1,1,0
Vjr300,1,1,0
79.252.142.19,1,1,0
92.76.109.139,1,1,0
217.227.34.117,1,1,0
31.16.121.246,1,1,0
Gh~dewiki,1,1,1
213.7.29.64,1,1,0
139.30.17.163,1,1,0
109.41.67.194,1,1,0
95.119.122.232,1,1,0
217.19.182.30,1,1,0
213.23.237.106,1,1,0
188.108.214.9,1,1,0
46.5.248.227,1,1,0
65.10.29.70,1,1,0
109.91.212.71,1,1,0
217.82.255.197,1,1,0
Wyndfang,1,1,1
217.237.151.106,1,1,0
91.39.101.130,1,1,0
82.82.239.40,1,1,0
87.173.50.145,1,1,0
78.51.130.40,1,1,0
84.58.3.222,1,1,0
Spunkmeyer68,1,1,1
217.1.152.196,1,1,0
78.55.153.190,1,1,0
84.56.10.70,1,1,0
80.146.67.206,1,1,0
195.158.180.93,1,1,0
91.15.244.9,1,1,0
A. v. Alvensleben,1,1,1
195.177.210.80,1,1,0
80.98.190.138,1,1,0
217.85.151.220,1,1,0
178.26.32.208,1,1,0
84.135.60.210,1,1,0
80.172.32.175,1,1,0
178.12.9.1,1,1,0
80.139.141.185,1,1,0
188.105.236.158,1,1,0
Cowboy Jim,1,1,1
178.3.24.114,1,1,0
2A02:8108:1BF:E088:F138:835F:40B8:12F8,1,1,0
217.235.74.218,1,1,0
178.115.248.43,1,1,0
217.83.1.181,1,1,0
84.141.155.98,1,1,0
84.191.44.4,1,1,0
89.56.131.81,1,1,0
84.191.44.3,1,1,0
46.253.54.58,1,1,0
217.238.92.174,1,1,0
84.191.110.246,1,1,0
85.31.186.61,1,1,0
84.140.254.183,1,1,0
89.53.218.32,1,1,0
88.72.217.53,1,1,0
77.11.1.220,1,1,0
Konstantin Schrader,1,1,1
Eag1nyc,1,1,0
80.143.65.168,1,1,0
79.229.240.40,1,1,0
84.160.254.176,1,1,0
92.72.228.255,1,1,0
85.212.43.238,1,1,0
84.187.145.224,1,1,0
Opernfreund,1,1,1
88.75.2.35,1,1,0
80.187.108.225,1,1,0
83.221.237.86,1,1,0
Dolla,1,1,0
84.175.107.36,1,1,0
217.227.245.57,1,1,0
Moritzol,1,1,0
93.104.181.143,1,1,0
79.245.43.201,1,1,0
212.144.9.5,1,1,0
130.75.141.188,1,1,0
80.136.162.156,1,1,0
Carsaig,1,1,1
93.221.250.200,1,1,0
84.146.174.19,1,1,0
217.227.21.176,1,1,0
92.224.253.55,1,1,0
217.93.207.152,1,1,0
78.48.49.151,1,1,0
89.204.139.233,1,1,0
2A02:1205:507E:6270:74E4:16D0:FDA7:B3B6,1,1,0
141.30.144.138,1,1,0
212.33.51.210,1,1,0
178.24.238.19,1,1,0
94.216.3.222,1,1,0
84.155.245.92,1,1,0
87.168.88.70,1,1,0
Quara,1,1,1
Lionheart 2.0,1,1,1
Hr,1,1,0
78.51.154.165,1,1,0
80.139.170.110,1,1,0
84.190.193.108,1,1,0
Soman,1,1,0
Exkalibrator,1,1,1
2.247.243.86,1,1,0
80.144.68.34,1,1,0
84.165.94.38,1,1,0
2003:74:CC01:601:BCDE:89FA:64C4:9154,1,1,0
92.206.180.4,1,1,0
62.214.195.48,1,1,0
84.172.126.154,1,1,0
87.123.68.156,1,1,0
Andreas Klio,1,1,0
80.187.106.3,1,1,0
84.151.244.37,1,1,0
80.187.106.0,1,1,0
31.17.124.74,1,1,0
Kassandro,1,1,0
2.247.241.88,1,1,0
194.245.84.42,1,1,0
MartinIGB,1,1,0
84.154.217.122,1,1,0
Foto-AG Melle,1,1,0
2A02:8108:30BF:C594:E082:10E5:E8F7:7990,1,1,0
93.219.255.216,1,1,0
46.5.19.52,1,1,0
85.178.94.65,1,1,0
